"country","department","municipality","COD","scale","year","cardiovascular","chagas","cutaneous_leishmaniasis","malaria","pneumonia","respiratory_symptomatic"
"Bolivia","SANTA CRUZ","FERNANDEZ ALONSO","BO071004","municipality",2001,0,0,0,0,0,0
"Bolivia","SANTA CRUZ","SAN PEDRO","BO071005","municipality",2001,0,0,0,0,0,0
"Bolivia","SANTA CRUZ","CONCEPCION","BO071101","municipality",2001,167,0,4,2,161,99
"Bolivia","SANTA CRUZ","SAN JAVIER(STC)","BO071102","municipality",2001,63,0,1,0,159,61
"Bolivia","SANTA CRUZ","SAN RAMON SCZ","BO071103","municipality",2001,0,0,0,0,0,0
"Bolivia","SANTA CRUZ","SAN JULIAN","BO071104","municipality",2001,307,7,6,11,2584,1060
"Bolivia","SANTA CRUZ","SAN ANTONIO DE LOMERIO","BO071105","municipality",2001,41,3,3,1,869,39
"Bolivia","SANTA CRUZ","CUATRO CAÑADAS","BO071106","municipality",2001,0,0,0,0,0,0
"Bolivia","SANTA CRUZ","SAN MATIAS","BO071201","municipality",2001,125,6,1,28,139,51
"Bolivia","SANTA CRUZ","COMARAPA","BO071301","municipality",2001,476,0,0,135,43,48
"Bolivia","SANTA CRUZ","SAIPINA","BO071302","municipality",2001,102,0,0,101,29,0
"Bolivia","SANTA CRUZ","PUERTO SUAREZ","BO071401","municipality",2001,708,2,2,6,674,259
"Bolivia","SANTA CRUZ","PUERTO QUIJARRO","BO071402","municipality",2001,488,0,0,10,170,257
"Bolivia","SANTA CRUZ","CARMEN RIVERO TORREZ","BO071403","municipality",2001,0,0,0,0,0,0
"Bolivia","SANTA CRUZ","ASCENCION DE GUARAYOS","BO071501","municipality",2001,117,0,0,23,467,220
"Bolivia","SANTA CRUZ","URUBICHA","BO071502","municipality",2001,12,0,0,0,240,81
"Bolivia","SANTA CRUZ","EL PUENTE(STC)","BO071503","municipality",2001,63,0,0,13,734,128
"Bolivia","BENI","TRINIDAD","BO080101","municipality",2001,2143,0,22,1,1425,318
"Bolivia","BENI","SAN JAVIER(BNI)","BO080102","municipality",2001,52,0,0,0,271,31
"Bolivia","BENI","RIBERALTA","BO080201","municipality",2001,694,0,63,3914,1575,460
"Bolivia","BENI","GUAYARAMERIN","BO080202","municipality",2001,327,0,7,1795,780,358
"Bolivia","BENI","REYES","BO080301","municipality",2001,56,0,9,59,140,66
"Bolivia","BENI","SAN BORJA","BO080302","municipality",2001,101,0,67,44,512,303
"Bolivia","BENI","SANTA ROSA","BO080303","municipality",2001,132,0,2,28,112,86
"Bolivia","BENI","RURRENABAQUE","BO080304","municipality",2001,6,0,60,79,379,140
"Bolivia","BENI","SANTA ANA","BO080401","municipality",2001,123,0,0,0,264,9
"Bolivia","BENI","EXALTACION","BO080402","municipality",2001,75,0,0,1,135,0
"Bolivia","BENI","SAN IGNACIO","BO080501","municipality",2001,369,0,101,5,722,64
"Bolivia","BENI","LORETO","BO080601","municipality",2001,40,0,5,1,63,8
"Bolivia","BENI","SAN ANDRES","BO080602","municipality",2001,126,0,0,0,138,55
"Bolivia","BENI","SAN JOAQUIN","BO080701","municipality",2001,85,0,3,27,161,17
"Bolivia","BENI","SAN RAMON","BO080702","municipality",2001,213,0,3,3,596,147
"Bolivia","BENI","PUERTO SILES","BO080703","municipality",2001,27,0,0,12,74,0
"Bolivia","BENI","MAGDALENA","BO080801","municipality",2001,155,0,2,152,216,63
"Bolivia","BENI","BAURES","BO080802","municipality",2001,102,0,0,248,131,35
"Bolivia","BENI","HUARACAJE","BO080803","municipality",2001,82,0,0,1,87,17
"Bolivia","PANDO","COBIJA","BO090101","municipality",2001,636,1,69,172,751,133
"Bolivia","PANDO","PORVENIR","BO090102","municipality",2001,39,0,15,57,160,14
"Bolivia","PANDO","BOLPEBRA","BO090103","municipality",2001,12,0,3,29,8,1
"Bolivia","PANDO","BELLA FLOR","BO090104","municipality",2001,8,0,6,73,131,8
"Bolivia","PANDO","PUERTO RICO","BO090201","municipality",2001,35,0,7,864,239,26
"Bolivia","PANDO","SAN PEDRO(PND)","BO090202","municipality",2001,0,0,0,8,32,0
"Bolivia","PANDO","FILADELFIA","BO090203","municipality",2001,10,0,10,17,23,0
"Bolivia","PANDO","PUERTO GONZALO MORENO","BO090301","municipality",2001,17,0,4,275,54,7
"Bolivia","PANDO","SAN LORENZO(PND)","BO090302","municipality",2001,13,0,2,205,110,16
"Bolivia","PANDO","SENA","BO090303","municipality",2001,17,0,2,251,143,5
"Bolivia","PANDO","NACEBE (SANTA ROSA DEL ABUNA)","BO090401","municipality",2001,43,0,0,113,47,1
"Bolivia","PANDO","INGAVI (HUMAITA)","BO090402","municipality",2001,1,0,0,8,5,0
"Bolivia","PANDO","NUEVO MANOA (NUEVA ESPERANZA)","BO090501","municipality",2001,3,0,4,199,18,3
"Bolivia","PANDO","VILLA NUEVA (LOMA ALTA)","BO090502","municipality",2001,3,0,5,39,6,0
"Bolivia","PANDO","EUREKA (SANTOS MERCADO)","BO090503","municipality",2001,4,0,0,16,5,0
"Bolivia","CHUQUISACA","SUCRE","BO010101","municipality",2002,6929,1671,4,65,5641,3589
"Bolivia","CHUQUISACA","YOTALA","BO010102","municipality",2002,16,142,0,2,308,99
"Bolivia","CHUQUISACA","POROMA","BO010103","municipality",2002,30,3,0,162,388,231
"Bolivia","CHUQUISACA","AZURDUY","BO010201","municipality",2002,101,2,0,157,257,142
"Bolivia","CHUQUISACA","TARVITA","BO010202","municipality",2002,114,0,0,55,515,151
"Bolivia","CHUQUISACA","ZUDAÑEZ","BO010301","municipality",2002,157,0,0,24,232,127
"Bolivia","CHUQUISACA","PRESTO","BO010302","municipality",2002,23,0,0,18,189,63
"Bolivia","CHUQUISACA","MOJOCOYA","BO010303","municipality",2002,74,25,0,71,207,64
"Bolivia","CHUQUISACA","ICLA","BO010304","municipality",2002,38,0,0,5,257,98
"Bolivia","CHUQUISACA","PADILLA","BO010401","municipality",2002,1141,13,0,317,500,194
"Bolivia","CHUQUISACA","TOMINA","BO010402","municipality",2002,124,0,0,78,254,110
"Bolivia","CHUQUISACA","SOPACHUY","BO010403","municipality",2002,273,3,0,40,582,78
"Bolivia","CHUQUISACA","ALCALA","BO010404","municipality",2002,35,0,0,45,304,32
"Bolivia","CHUQUISACA","EL VILLAR","BO010405","municipality",2002,132,1,0,125,154,65
"Bolivia","CHUQUISACA","MONTEAGUDO","BO010501","municipality",2002,1050,1,0,901,1192,715
"Bolivia","CHUQUISACA","HUACARETA","BO010502","municipality",2002,292,0,0,160,232,112
"Bolivia","CHUQUISACA","TARABUCO","BO010601","municipality",2002,14,0,0,14,483,344
"Bolivia","CHUQUISACA","YAMPARAEZ","BO010602","municipality",2002,23,0,0,1,183,174
"Bolivia","CHUQUISACA","CAMARGO","BO010701","municipality",2002,522,0,0,0,978,151
"Bolivia","CHUQUISACA","SAN LUCAS","BO010702","municipality",2002,260,0,0,62,1206,480
"Bolivia","CHUQUISACA","INCAHUASI","BO010703","municipality",2002,137,0,0,45,859,200
"Bolivia","CHUQUISACA","VILLA CHARCAS","BO010704","municipality",2002,0,0,0,0,0,0
"Bolivia","CHUQUISACA","VILLA SERRANO","BO010801","municipality",2002,269,0,0,50,399,129
"Bolivia","CHUQUISACA","CAMATAQUI (C. VILLA ABECIA)","BO010901","municipality",2002,213,0,1,9,85,31
"Bolivia","CHUQUISACA","CULPINA","BO010902","municipality",2002,108,7,0,149,599,191
"Bolivia","CHUQUISACA","LAS CARRERAS","BO010903","municipality",2002,94,0,0,41,74,37
"Bolivia","CHUQUISACA","VILLA VACA GUZMAN (MUYUPAMPA)","BO011001","municipality",2002,294,0,1,616,272,117
"Bolivia","CHUQUISACA","HUACAYA (VILLA DE HUACAYA)","BO011002","municipality",2002,103,0,0,14,143,25
"Bolivia","CHUQUISACA","MACHARETI","BO011003","municipality",2002,314,0,0,49,164,89
"Bolivia","LA PAZ","LA PAZ","BO020101","municipality",2002,2582,35,209,1422,9217,3368
"Bolivia","LA PAZ","PALCA","BO020102","municipality",2002,8,0,0,2,378,124
"Bolivia","LA PAZ","MECAPACA","BO020103","municipality",2002,19,0,0,1,193,94
"Bolivia","LA PAZ","ACHOCALLA","BO020104","municipality",2002,3,0,1,0,292,112
"Bolivia","LA PAZ","EL ALTO","BO020105","municipality",2002,1235,0,7,6,12570,4675
"Bolivia","LA PAZ","ACHACACHI","BO020201","municipality",2002,173,0,17,10,1232,582
"Bolivia","LA PAZ","ANCORAIMES","BO020202","municipality",2002,11,0,1,0,109,145
"Bolivia","LA PAZ","CHUA COCANI","BO020203","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","HUARINA","BO020204","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","SANTIAGO DE HUATA","BO020205","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","HUATAJATA","BO020206","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","CORO CORO","BO020301","municipality",2002,18,0,1,1,172,41
"Bolivia","LA PAZ","CAQUIAVIRI","BO020302","municipality",2002,9,0,0,0,163,24
"Bolivia","LA PAZ","CALACOTO","BO020303","municipality",2002,22,0,0,0,131,12
"Bolivia","LA PAZ","COMANCHE","BO020304","municipality",2002,14,0,0,0,60,11
"Bolivia","LA PAZ","CHARAÑA","BO020305","municipality",2002,0,0,0,0,24,8
"Bolivia","LA PAZ","WALDO BALLIVIAN","BO020306","municipality",2002,4,0,0,2,35,5
"Bolivia","LA PAZ","NAZACARA DE PACAJES","BO020307","municipality",2002,0,0,0,0,10,1
"Bolivia","LA PAZ","SANTIAGO DE CALLAPA","BO020308","municipality",2002,9,0,0,0,141,46
"Bolivia","LA PAZ","PUERTO ACOSTA","BO020401","municipality",2002,24,0,7,0,335,206
"Bolivia","LA PAZ","MOCOMOCO","BO020402","municipality",2002,8,0,0,2,215,114
"Bolivia","LA PAZ","PUERTO CARABUCO","BO020403","municipality",2002,23,0,0,0,460,182
"Bolivia","LA PAZ","HUMANATA","BO020404","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","ESCOMA","BO020405","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","CHUMA","BO020501","municipality",2002,30,0,0,3,200,90
"Bolivia","LA PAZ","AYATA","BO020502","municipality",2002,3,0,0,26,307,41
"Bolivia","LA PAZ","AUCAPATA","BO020503","municipality",2002,10,0,1,11,140,57
"Bolivia","LA PAZ","SORATA","BO020601","municipality",2002,41,0,3,12,1090,381
"Bolivia","LA PAZ","GUANAY","BO020602","municipality",2002,53,0,13,481,1559,598
"Bolivia","LA PAZ","TACACOMA","BO020603","municipality",2002,27,0,0,12,312,84
"Bolivia","LA PAZ","QUIABAYA","BO020604","municipality",2002,6,0,0,0,120,24
"Bolivia","LA PAZ","COMBAYA","BO020605","municipality",2002,10,0,1,1,31,42
"Bolivia","LA PAZ","TIPUANI","BO020606","municipality",2002,13,0,0,0,324,277
"Bolivia","LA PAZ","MAPIRI","BO020607","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","TEOPONTE","BO020608","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","APOLO","BO020701","municipality",2002,29,0,31,609,923,146
"Bolivia","LA PAZ","PELECHUCO","BO020702","municipality",2002,28,0,0,0,184,19
"Bolivia","LA PAZ","VIACHA","BO020801","municipality",2002,252,0,1,0,868,320
"Bolivia","LA PAZ","GUAQUI","BO020802","municipality",2002,10,0,0,0,123,33
"Bolivia","LA PAZ","TIAWANACU","BO020803","municipality",2002,10,0,3,0,215,122
"Bolivia","LA PAZ","DESAGUADERO","BO020804","municipality",2002,3,0,0,0,135,46
"Bolivia","LA PAZ","SAN ANDRES DE MACHACA","BO020805","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","JESUS DE MACHACA","BO020806","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","TARACO","BO020807","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","LURIBAY","BO020901","municipality",2002,24,0,0,0,532,73
"Bolivia","LA PAZ","SAPAHAQUI","BO020902","municipality",2002,17,0,0,0,490,29
"Bolivia","LA PAZ","YACO","BO020903","municipality",2002,10,0,0,0,239,30
"Bolivia","LA PAZ","MALLA","BO020904","municipality",2002,2,0,0,0,518,15
"Bolivia","LA PAZ","CAIROMA","BO020905","municipality",2002,25,0,0,0,394,76
"Bolivia","LA PAZ","INQUISIVI","BO021001","municipality",2002,20,0,7,2,283,181
"Bolivia","LA PAZ","QUIME","BO021002","municipality",2002,24,0,0,0,348,43
"Bolivia","LA PAZ","CAJUATA","BO021003","municipality",2002,54,0,26,5,139,112
"Bolivia","LA PAZ","COLQUIRI","BO021004","municipality",2002,37,0,0,0,828,149
"Bolivia","LA PAZ","ICHOCA","BO021005","municipality",2002,6,0,0,0,186,7
"Bolivia","LA PAZ","LICOMA PAMPA","BO021006","municipality",2002,5,0,1,0,69,24
"Bolivia","LA PAZ","CHULUMANI (V. DE LA LIBERTAD)","BO021101","municipality",2002,39,0,108,0,299,584
"Bolivia","LA PAZ","IRUPANA (VILLA DE LANZA)","BO021102","municipality",2002,60,0,51,9,333,435
"Bolivia","LA PAZ","YANACACHI","BO021103","municipality",2002,31,0,6,0,171,234
"Bolivia","LA PAZ","PALOS BLANCOS","BO021104","municipality",2002,76,0,246,763,706,699
"Bolivia","LA PAZ","LA ASUNTA","BO021105","municipality",2002,8,0,73,20,632,403
"Bolivia","LA PAZ","PUCARANI","BO021201","municipality",2002,21,0,0,0,518,185
"Bolivia","LA PAZ","LAJA","BO021202","municipality",2002,3,0,0,0,85,100
"Bolivia","LA PAZ","BATALLAS","BO021203","municipality",2002,9,0,0,0,209,101
"Bolivia","LA PAZ","PUERTO PEREZ","BO021204","municipality",2002,10,0,0,0,179,49
"Bolivia","LA PAZ","SICA SICA (VILLA AROMA)","BO021301","municipality",2002,60,0,0,0,373,157
"Bolivia","LA PAZ","UMALA","BO021302","municipality",2002,2,0,0,0,99,30
"Bolivia","LA PAZ","AYO AYO","BO021303","municipality",2002,6,0,0,0,107,57
"Bolivia","LA PAZ","CALAMARCA","BO021304","municipality",2002,27,0,0,0,269,81
"Bolivia","LA PAZ","PATACAMAYA","BO021305","municipality",2002,14,0,0,0,467,126
"Bolivia","LA PAZ","COLQUENCHA","BO021306","municipality",2002,0,0,0,0,263,23
"Bolivia","LA PAZ","COLLANA","BO021307","municipality",2002,3,0,0,0,30,13
"Bolivia","LA PAZ","COROICO","BO021401","municipality",2002,148,0,31,0,123,428
"Bolivia","LA PAZ","CORIPATA","BO021402","municipality",2002,25,0,44,1,270,280
"Bolivia","LA PAZ","IXIAMAS","BO021501","municipality",2002,3,0,38,9,254,77
"Bolivia","LA PAZ","SAN BUENA VENTURA","BO021502","municipality",2002,3,0,47,22,808,126
"Bolivia","LA PAZ","GRAL. J.J. PEREZ (CHARAZANI)","BO021601","municipality",2002,13,0,0,0,255,72
"Bolivia","LA PAZ","CURVA","BO021602","municipality",2002,0,0,0,0,82,14
"Bolivia","LA PAZ","COPACABANA","BO021701","municipality",2002,74,0,2,3,552,62
"Bolivia","LA PAZ","SAN PEDRO DE TIQUINA","BO021702","municipality",2002,8,0,0,0,49,22
"Bolivia","LA PAZ","TITO YUPANQUI (PARQUIPUJIO)","BO021703","municipality",2002,0,0,0,0,24,15
"Bolivia","LA PAZ","SAN PEDRO DE CURAHUARA","BO021801","municipality",2002,3,0,0,0,278,34
"Bolivia","LA PAZ","PAPEL PAMPA","BO021802","municipality",2002,7,0,0,0,41,25
"Bolivia","LA PAZ","CHACARILLA","BO021803","municipality",2002,1,0,0,0,0,4
"Bolivia","LA PAZ","SANTIAGO DE MACHACA","BO021901","municipality",2002,5,0,0,0,52,7
"Bolivia","LA PAZ","CATACORA","BO021902","municipality",2002,25,0,0,0,22,0
"Bolivia","LA PAZ","CARANAVI","BO022001","municipality",2002,107,0,403,225,1054,2898
"Bolivia","LA PAZ","ALTO BENI","BO022002","municipality",2002,0,0,0,0,0,0
"Bolivia","LA PAZ","HUMANATA","BO022004","municipality",2002,0,0,0,0,0,0
"Bolivia","COCHABAMBA","COCHABAMBA","BO030101","municipality",2002,3156,470,32,12,3504,2191
"Bolivia","COCHABAMBA","AIQUILE","BO030201","municipality",2002,275,4,0,124,299,114
"Bolivia","COCHABAMBA","PASORAPA","BO030202","municipality",2002,36,0,0,28,40,28
"Bolivia","COCHABAMBA","OMEREQUE","BO030203","municipality",2002,11,2,0,120,134,24
"Bolivia","COCHABAMBA","AYOPAYA (V. DE INDEPENDENCIA)","BO030301","municipality",2002,44,0,0,5,1381,400
"Bolivia","COCHABAMBA","MOROCHATA","BO030302","municipality",2002,35,0,0,32,581,123
"Bolivia","COCHABAMBA","COCAPATA","BO030303","municipality",2002,0,0,0,0,0,0
"Bolivia","COCHABAMBA","TARATA","BO030401","municipality",2002,54,0,1,1,316,102
"Bolivia","COCHABAMBA","ANZALDO","BO030402","municipality",2002,75,0,0,25,236,32
"Bolivia","COCHABAMBA","ARBIETO","BO030403","municipality",2002,6,0,0,0,190,71
"Bolivia","COCHABAMBA","SACABAMBA","BO030404","municipality",2002,20,0,0,3,165,32
"Bolivia","COCHABAMBA","ARANI","BO030501","municipality",2002,51,0,0,0,231,44
"Bolivia","COCHABAMBA","VACAS","BO030502","municipality",2002,15,0,0,4,377,118
"Bolivia","COCHABAMBA","ARQUE","BO030601","municipality",2002,20,0,0,0,201,64
"Bolivia","COCHABAMBA","TACOPAYA","BO030602","municipality",2002,28,0,2,0,221,98
"Bolivia","COCHABAMBA","CAPINOTA","BO030701","municipality",2002,122,0,0,2,473,194
"Bolivia","COCHABAMBA","SANTIVAÑES","BO030702","municipality",2002,27,0,0,0,201,48
"Bolivia","COCHABAMBA","SICAYA","BO030703","municipality",2002,1,0,0,0,59,28
"Bolivia","COCHABAMBA","CLIZA","BO030801","municipality",2002,40,0,0,2,298,139
"Bolivia","COCHABAMBA","TOCO","BO030802","municipality",2002,29,0,0,0,208,42
"Bolivia","COCHABAMBA","TOLATA","BO030803","municipality",2002,4,0,0,0,267,32
"Bolivia","COCHABAMBA","QUILLACOLLO","BO030901","municipality",2002,28,0,0,0,1020,471
"Bolivia","COCHABAMBA","SIPE SIPE","BO030902","municipality",2002,66,0,1,1,779,330
"Bolivia","COCHABAMBA","TIQUIPAYA","BO030903","municipality",2002,51,4,3,32,210,142
"Bolivia","COCHABAMBA","VINTO","BO030904","municipality",2002,38,0,0,0,135,160
"Bolivia","COCHABAMBA","COLCAPIRHUA","BO030905","municipality",2002,49,0,0,4,409,251
"Bolivia","COCHABAMBA","SACABA","BO031001","municipality",2002,235,2,2,15,1531,425
"Bolivia","COCHABAMBA","COLOMI","BO031002","municipality",2002,55,0,0,54,541,113
"Bolivia","COCHABAMBA","VILLA TUNARI","BO031003","municipality",2002,31,1,72,152,2095,895
"Bolivia","COCHABAMBA","TAPACARI","BO031101","municipality",2002,43,0,3,0,912,182
"Bolivia","COCHABAMBA","TOTORA(CBBA)","BO031201","municipality",2002,139,1,0,181,613,161
"Bolivia","COCHABAMBA","POJO (CBBA)","BO031202","municipality",2002,66,0,0,191,896,388
"Bolivia","COCHABAMBA","POCONA","BO031203","municipality",2002,22,0,0,1,327,88
"Bolivia","COCHABAMBA","CHIMORE","BO031204","municipality",2002,5,0,0,5,305,234
"Bolivia","COCHABAMBA","PUERTO VILLARROEL","BO031205","municipality",2002,28,0,6,18,1659,907
"Bolivia","COCHABAMBA","ENTRE RIOS CBBA","BO031206","municipality",2002,0,0,0,0,0,0
"Bolivia","COCHABAMBA","MIZQUE","BO031301","municipality",2002,120,1,0,161,665,162
"Bolivia","COCHABAMBA","VILA VILA","BO031302","municipality",2002,4,0,0,78,118,35
"Bolivia","COCHABAMBA","ALALAY","BO031303","municipality",2002,0,0,0,0,143,19
"Bolivia","COCHABAMBA","RAQAYPAMPA(ETA)","BO031304","municipality",2002,0,0,0,0,0,0
"Bolivia","COCHABAMBA","PUNATA","BO031401","municipality",2002,144,6,0,3,255,346
"Bolivia","COCHABAMBA","VILLA RIVERO","BO031402","municipality",2002,15,0,0,0,80,50
"Bolivia","COCHABAMBA","SAN BENITO","BO031403","municipality",2002,38,0,0,0,222,69
"Bolivia","COCHABAMBA","TACACHI","BO031404","municipality",2002,0,3,1,2,43,10
"Bolivia","COCHABAMBA","CUCHUMUELA (V. G. VILLARROEL)","BO031405","municipality",2002,3,0,0,0,32,10
"Bolivia","COCHABAMBA","BOLIVAR","BO031501","municipality",2002,9,0,0,0,514,80
"Bolivia","COCHABAMBA","TIRAQUE (CBBA)","BO031601","municipality",2002,29,0,4,17,1270,450
"Bolivia","COCHABAMBA","SHINAOTA","BO031602","municipality",2002,0,0,0,0,0,0
"Bolivia","ORURO","ORURO","BO040101","municipality",2002,739,15,0,0,6283,1577
"Bolivia","ORURO","CARACOLLO","BO040102","municipality",2002,25,0,0,0,211,145
"Bolivia","ORURO","EL CHORO","BO040103","municipality",2002,0,0,0,0,44,15
"Bolivia","ORURO","SORACACHI","BO040104","municipality",2002,0,0,0,0,0,0
"Bolivia","ORURO","CHALLAPATA","BO040201","municipality",2002,144,0,0,0,830,122
"Bolivia","ORURO","SANTUARIO DE QUILLACAS","BO040202","municipality",2002,0,0,0,0,87,6
"Bolivia","ORURO","CORQUE","BO040301","municipality",2002,11,0,0,0,152,43
"Bolivia","ORURO","CHOQUE COTA","BO040302","municipality",2002,2,0,0,0,21,0
"Bolivia","ORURO","CURAHUARA DE CARANGAS","BO040401","municipality",2002,2,0,0,1,344,20
"Bolivia","ORURO","TURCO","BO040402","municipality",2002,22,0,0,0,124,23
"Bolivia","ORURO","HUACHACALLA","BO040501","municipality",2002,5,0,0,0,59,19
"Bolivia","ORURO","ESCARA","BO040502","municipality",2002,0,0,0,0,4,0
"Bolivia","ORURO","CRUZ DE MACHACAMARCA","BO040503","municipality",2002,0,0,0,0,0,0
"Bolivia","ORURO","YUNGUYO DE LITORAL","BO040504","municipality",2002,0,0,0,0,0,0
"Bolivia","ORURO","ESMERALDA","BO040505","municipality",2002,0,0,0,0,0,0
"Bolivia","ORURO","POOPO","BO040601","municipality",2002,115,0,0,0,490,53
"Bolivia","ORURO","PAZÑA","BO040602","municipality",2002,28,0,0,0,277,48
"Bolivia","ORURO","ANTEQUERA","BO040603","municipality",2002,12,0,0,0,109,0
"Bolivia","ORURO","HUANUNI","BO040701","municipality",2002,344,0,0,0,596,140
"Bolivia","ORURO","MACHACAMARCA","BO040702","municipality",2002,75,0,1,0,163,35
"Bolivia","ORURO","SALINAS DE GARCI MENDOZA","BO040801","municipality",2002,3,0,0,0,296,54
"Bolivia","ORURO","PAMPA AULLAGAS","BO040802","municipality",2002,5,0,0,0,18,12
"Bolivia","ORURO","SABAYA","BO040901","municipality",2002,2,0,0,0,48,18
"Bolivia","ORURO","COIPASA","BO040902","municipality",2002,0,0,0,0,24,3
"Bolivia","ORURO","CHIPAYA","BO040903","municipality",2002,5,0,0,0,67,15
"Bolivia","ORURO","TOLEDO","BO041001","municipality",2002,16,0,0,0,117,48
"Bolivia","ORURO","EUCALIPTUS","BO041101","municipality",2002,2,0,0,0,247,57
"Bolivia","ORURO","ANDAMARCA","BO041201","municipality",2002,7,0,0,0,93,26
"Bolivia","ORURO","BELEN DE ANDAMARCA","BO041202","municipality",2002,0,0,0,0,24,4
"Bolivia","ORURO","TOTORA(ORR)","BO041301","municipality",2002,1,0,0,1,96,30
"Bolivia","ORURO","SANTIAGO DE HUARI","BO041401","municipality",2002,77,0,0,0,487,61
"Bolivia","ORURO","LA RIVERA","BO041501","municipality",2002,0,0,0,0,6,0
"Bolivia","ORURO","TODOS SANTOS","BO041502","municipality",2002,0,0,0,0,4,4
"Bolivia","ORURO","CARANGAS","BO041503","municipality",2002,0,0,0,0,4,1
"Bolivia","ORURO","HUAYLLAMARCA","BO041601","municipality",2002,13,0,0,0,245,32
"Bolivia","POTOSI","POTOSI","BO050101","municipality",2002,40,37,0,19,3202,869
"Bolivia","POTOSI","TINGUIPAYA","BO050102","municipality",2002,62,1,0,5,660,94
"Bolivia","POTOSI","YOCALLA","BO050103","municipality",2002,33,0,0,9,473,86
"Bolivia","POTOSI","BELEN DE URMIRI","BO050104","municipality",2002,1,0,0,0,130,20
"Bolivia","POTOSI","UNCIA","BO050201","municipality",2002,134,0,1,0,811,254
"Bolivia","POTOSI","CHAYANTA","BO050202","municipality",2002,70,0,0,0,282,58
"Bolivia","POTOSI","LLALLAGUA","BO050203","municipality",2002,86,0,0,0,769,71
"Bolivia","POTOSI","CHUQUIHUTA AYLLU JUCUMANI","BO050204","municipality",2002,0,0,0,0,0,0
"Bolivia","POTOSI","BETANZOS","BO050301","municipality",2002,180,4,0,5,1345,290
"Bolivia","POTOSI","CHAQUI","BO050302","municipality",2002,13,0,0,0,129,71
"Bolivia","POTOSI","TACOBAMBA","BO050303","municipality",2002,23,0,0,0,232,47
"Bolivia","POTOSI","COLQUECHACA","BO050401","municipality",2002,69,0,0,1,798,291
